Name,Language,IMDb Rating,Running Time,Year of Release,Viewer_age,Type
Bal Shivaji,Hindi,5.9,2h,1981,All,Movie
Troyee,Bengali,6.4,1 h 45 min,1982,NR,Movie
World War Z,English,7,1 h 56 min,2013,13+,Movie
Ramblin' Man,English,None,1 h 34 min,1979,13+,Movie
Shwethagni,Kannada,None,2 h 15 min,1991,NR,Movie
Boudi.Com,Bengali,None,2 h 16 min,2017,13+,Movie
Bochor Kuri Por,Bengali,None,23min,2018,13+,Movie
Agneepath (2012),Hindi,6.9,2 h 53 min,2012,13+,Movie
Guns Akimbo,English,6.3,1 h 33 min,2020,18+,Movie
The Way Back,English,6.7,1 h 48 min,2020,18+,Movie
Char Adhyay,Bengali,6.9,2 h 10 min,2017,13+,Movie
Punyadampathulu,Telugu,None,2 h 4 min,1993,NR,Movie
Why Go Through That?,English,None,51min,2020,13+,Movie
Broken Vows,English,4.3,1 h 30 min,2016,18+,Movie
The Bourne Supremacy,English,7.7,1 h 48 min,2004,All,Movie
White House down,Hindi,6.4,2 h 11 min,2013,16+,Movie
Driving Licence,Malayalam,7.2,2 h 13 min,2019,13+,Movie
Aaseya Bale,Kannada,None,2 h 22 min,1987,NR,Movie
Jamai Badal,Bengali,4.5,2 h 20 min,2019,All,Movie
Survivor,Tamil,5.6,1 h 36 min,2015,13+,Movie
Sahasa Veerudu Sagara Kanya,Telugu,6.1,2 h 18 min,1996,All,Movie
Mukkam Post London,Marathi,4.6,2h,2007,All,Movie
Johnny Walker,Hindi,6.6,2 h 19 min,None,NR,Movie
Miss Madras,Tamil,None,1 h 8 min,1980,NR,Movie
Acha Dhin,Malayalam,3.2,1 h 47 min,2015,All,Movie
No Smoking,Hindi,7.2,2 h 6 min,2007,NR,Movie
Sawan Ki Ghata,Hindi,6.3,2 h 22 min,None,All,Movie
Bleeding Steel,Tamil,5.2,1 h 45 min,2017,13+,Movie
Satte Pe Satta,Hindi,7.2,2 h 33 min,1981,All,Movie
Justice League,Telugu,6.3,1 h 59 min,2017,13+,Movie
Charlie's Angels,Telugu,4.8,1 h 58 min,2019,13+,Movie
Stupid 7,Punjabi,7.2,2 h 24 mins,2013,13+,Movie
The Divided Soul of America,English,6.5,53min,2020,13+,Movie
Freedom for the Wolf,English,7.4,1 h 25 min,2020,13+,Movie
Pakdam Pakdai: Space Attack,Hindi,None,1 h 21 min,2020,All,Movie
International Hero,Hindi,None,1 h 58 min,2015,NR,Movie
Ladki Bholi Bhali,Hindi,None,2 h 4 min,1976,NR,Movie
Personal Assistant,Bengali,None,2h,2017,13+,Movie
Ave Maria,Malayalam,6.9,1 h 14 min,2018,13+,Movie
Shejari Shejari,Marathi,7.6,2 h 19 mins,1991,All,Movie
Kuch Kuch Hota Hai,Hindi,7.6,3 h 5 min,1998,All,Movie
Dear Comrade,Telugu,7.3,2 h 47 min,2019,13+,Movie
Chaloo Movie,Hindi,4,2 h 5 min,2011,All,Movie
Mahapith Tarapith,Bengali,None,1 h 56 min,2017,13+,Movie
Addicted,English,5.1,1 h 45 min,2014,18+,Movie
No Strings Attached,Hindi,6.2,1 h 47 min,2011,18+,Movie
IN THE BACKSTAGE OF THE LOUVRE MUSEUM,English,None,56min,2020,13+,Movie
God Father,Malayalam,8.6,2 h 25 min,1991,All,Movie
Moner Mayur,Bengali,5.3,1 h 42 min,None,NR,Movie
Life In A Year,Telugu,5.6,1 h 47 min,2021,13+,Movie
Mududida Tavare Aralithu,Kannada,None,2 h 32 min,1983,NR,Movie
Phir Ek Maidan E Jung,Hindi,None,2 h 19 min,2018,13+,Movie
Vinodam,Telugu,7.2,2 h 30 min,1996,All,Movie
Snegithiye,Tamil,6.6,2 h 34 min,2000,18+,Movie
Kadhal Desam,Tamil,6.8,2 h 22 min,1996,All,Movie
Ladies vs Ricky Bahl,Hindi,6,2 h 19 min,2011,All,Movie
Indiana Jones and the Temple of Doom,English,7.6,1 h 58 min,1984,18+,Movie
Chhatrapati Shasan,Marathi,8.5,2 h 3 mins,2019,13+,Movie
Hulchul,Hindi,7,2 h 28 min,2004,All,Movie
Samsaram Oka Chadarangam,Telugu,None,2 h 35 min,1987,All,Movie
Chinna Kannamma,Tamil,6.5,2 h 10 min,1993,All,Movie
Pitru,Hindi,None,10min,2018,All,Movie
Vismayathumbathu,Malayalam,5,2 h 29 min,2004,All,Movie
Chupke Chupke,Hindi,8.3,2 h 9 min,1975,All,Movie
Mulamoottil Adima,Malayalam,7,2 h 9 min,1985,NR,Movie
The Bourne Legacy,English,6.6,2 h 14 min,2012,13+,Movie
Mortdecai,English,5.5,1 h 46 min,2015,18+,Movie
All I See Is You,English,5.4,1 h 47 min,2017,18+,Movie
The Gift,English,7,1 h 47 min,2015,16+,Movie
Jawaan,Telugu,4.7,2 h 9 min,2017,13+,Movie
1920,Hindi,6.4,2 h 18 min,2008,18+,Movie
Khamoshi The Musical,Hindi,7.5,2 h 38 min,1996,All,Movie
Amityville: It's About Time,English,4.6,1 h 35 min,1992,18+,Movie
Hemanta,Bengali,5.6,2 h 12 min,2018,13+,Movie
Unlikely Angel,English,6.5,1 h 31 min,1996,13+,Movie
Amy,English,None,2 h 3 min,2015,18+,Movie
Saboot,Hindi,6.7,2 h 12 min,1980,18+,Movie
Phoring,Bengali,7.5,2 h 6 min,2020,13+,Movie
Ramu,Telugu,6.3,2 h 52 min,None,All,Movie
Olympus Has Fallen,Marathi,6.5,1 h 54 mins,2013,18+,Movie
2 Penkuttikal,Malayalam,6.5,1 h 22 min,2016,NR,Movie
Kottayam Kunjachan,Malayalam,7.3,1 h 59 min,1990,All,Movie
Nawab,Bengali,None,2 h 13 min,1991,NR,Movie
Green Lantern,English,5.5,1 h 53 min,2011,All,Movie
Meymarandhaen Paaraayoa,Tamil,4.4,2 h 37 min,2015,All,Movie
Hello Kolkata,Bengali,6,2 h 5 min,2018,13+,Movie
Bas Ek Chance,Gujarati,6.7,2 h 23 min,2015,13+,Movie
Bounty Hunters,English,5.4,1 h 45 min,2016,13+,Movie
Missing On A Weekend,Hindi,4.4,1 h 45 min,2016,13+,Movie
Dost,Hindi,5.9,1 h 54 min,1985,All,Movie
Bumm Bumm Bole,Hindi,6.1,2 h 3 min,2010,All,Movie
Lukan Michi,Punjabi,4.7,2 h 14 mins,2019,All,Movie
The Gruffalo,English,7.5,27min,2009,All,Movie
Karobaar: The Business of Love,Hindi,4.5,2 h 27 min,2000,13+,Movie
Dwitiyo Purush,Bengali,6,2 h 7 min,2020,13+,Movie
Kaadhal mannan,Tamil,7.1,2 h 20 min,1998,All,Movie
Somm,English,7.1,1 h 33 min,2012,13+,Movie
Atlas Shrugged: Part III,English,4.3,1 h 39 min,2014,18+,Movie
The Dark Knight,Hindi,9,2 h 32 min,2008,13+,Movie
Jeet,Hindi,5.6,2 h 40 min,1996,13+,Movie
Bal Ganesh And The Pomzom Planet (Kannada),Kannada,None,1 h 19 min,2017,All,Movie
Arjan,Punjabi,6.4,2 h 28 mins,2017,13+,Movie
Selah and the Spades,English,4.8,1 h 37 min,2020,18+,Movie
Yodha,Hindi,4.7,2 h 20 min,1991,All,Movie
Out of a Jam,Hindi,8.5,59min,2015,NR,Movie
Saaho (Malayalam),Malayalam,5.2,2 h 49 min,2019,13+,Movie
Sri Krishnadevaraya,Kannada,8.8,3 h 12 min,1970,NR,Movie
Alor Pipasa,Bengali,7.4,2 h 5 min,2017,13+,Movie
Kadina Raja,Kannada,None,2 h 6 min,1985,NR,Movie
Amar Kantak,Bengali,5.6,2 h 17 min,1986,NR,Movie
Antony Firingee,Bengali,7.5,2 h 28 min,None,NR,Movie
Harry Potter and the Half-Blood Prince,English,7.6,2 h 33 min,2009,13+,Movie
Koi Mere Dil Mein Hai,Hindi,4.9,2 h 8 min,2005,13+,Movie
Poonam Ki Raat,Hindi,6.8,2 h 16 min,None,NR,Movie
Duniyadari,Marathi,7.4,2 h 25 mins,2013,13+,Movie
Parda,Hindi,None,2 h 3 min,None,NR,Movie
Chhota Bheem And Sky Dragon,Hindi,4.8,1 h 8 min,2015,All,Movie
Gogoler Kirti,Bengali,5.7,1 h 59 min,2017,13+,Movie
Kaala (Malayalam),Malayalam,6.7,2 h 40 min,2018,13+,Movie
Villathi Villan Veerappan,Tamil,5.3,1 h 57 min,2016,18+,Movie
Mission: Impossible III,Tamil,6.9,2 h 5 min,2006,13+,Movie
Antardwand,Hindi,7.3,1 h 44 min,2010,13+,Movie
Bandini Kamala,Bengali,None,1 h 59 min,1982,NR,Movie
Neel Akasher Neeche,Bengali,None,1 h 18 min,None,NR,Movie
REDLINE,Tamil,4,1 h 32 min,2007,16+,Movie
The Purge,English,5.7,1 h 25 min,2013,18+,Movie
Moonu Kodiyum Munnooru Pavanum,Malayalam,3.8,2 h 12 min,1997,NR,Movie
Kapata Nataka Patradhari,Kannada,7.1,1 h 44 min,2019,13+,Movie
Bad Boys,English,6.9,1 h 58 min,1995,13+,Movie
Stung,English,5.1,1 h 27 min,2015,18+,Movie
Raja Hindustani,Hindi,6.2,2 h 50 min,1996,All,Movie
The Unsound,Hindi,None,1 h 48 min,2013,NR,Movie
Paromitar Ek Din,Bengali,7.4,2 h 13 min,2000,All,Movie
champion,Bengali,None,2 h 43 min,2017,13+,Movie
Sabhash Suri,Telugu,None,2 h 35 min,None,NR,Movie
Kabul Express,Hindi,6.8,1 h 44 min,2006,13+,Movie
Tattoos,English,None,56min,2019,13+,Movie
Ithikkara Pakki,Malayalam,5.1,2 h 23 min,1980,NR,Movie
Bhale Mitrulu,Telugu,None,1 h 48 min,1986,NR,Movie
Norm Of The North,English,3.4,1 h 26 min,2016,7+,Movie
Dui Purush,Bengali,6.1,2 h 4 min,1978,NR,Movie
Bhalwan Singh,Punjabi,6.5,2 h 4 mins,2017,13+,Movie
Charlie's Angels: Full Throttle,English,4.9,1 h 45 min,2003,18+,Movie
Xcuse Me,Hindi,5.7,2 h 24 min,2003,All,Movie
Agnisakshi,Bengali,None,2 h 19 min,2017,13+,Movie
Patiala Dreamz,Punjabi,4.4,2 h 8 mins,2013,13+,Movie
Muddula Krishnayya,Telugu,None,2 h 13 min,1986,NR,Movie
Wild Oats,English,5.7,1 h 31 min,2016,16+,Movie
Good Newwz,Hindi,7,2 h 11 min,2019,16+,Movie
Aadmi Aur Insaan,Hindi,6.2,2 h 39 min,None,All,Movie
Manassinakkare,Malayalam,7.4,2 h 32 min,2003,All,Movie
Mechanic Ressurection,Tamil,5.7,1 h 34 min,2016,16+,Movie
Tuneega Tuneega,Telugu,3.8,2 h 24 min,2012,All,Movie
Remembrance,Hindi,7.2,19min,2016,All,Movie
The Godfather Part III,English,7.6,2 h 50 min,1990,18+,Movie
Meet the Spartans,English,2.8,1 h 23 min,2008,18+,Movie
Galpa Holeo Satyi (1966),Bengali,None,1 h 43 min,2018,13+,Movie
Cash,Hindi,3.4,2 h 12 min,2007,13+,Movie
Orajnoitik Noy,Bengali,6.3,1 h 15 min,2013,NR,Movie
Devaki,Kannada,6.2,2 h 6 min,2019,13+,Movie
Ong Bak 3,English,5,1 h 34 min,2011,16+,Movie
Mumbaicha Dabewala,Marathi,5.3,2 h 29 mins,2007,13+,Movie
Maachis,Hindi,7.8,2 h 36 min,1996,18+,Movie
Bhooter Bhabishyat,Bengali,8.1,1 h 59 min,2019,13+,Movie
Speedunnodu (Hindi),Hindi,4.5,1 h 57 min,2017,13+,Movie
Kavacham,Telugu,5.5,2 h 18 min,2018,13+,Movie
Dabidar,Bengali,None,2 h 17 min,1999,NR,Movie
Jurassic Attack aka Rise of the Dinosaurs,Hindi,2.3,1 h 23 min,2016,16+,Movie
Hum Dil De Chuke Sanam,Hindi,7.5,3 h 8 min,1999,NR,Movie
London Has Fallen,Tamil,5.9,1 h 34 min,2016,18+,Movie
Sabar Upare Maa,Bengali,None,2 h 26 min,1997,NR,Movie
Hum Tum,Hindi,7,2 h 22 min,2004,7+,Movie
Jhinder Bondi,Bengali,None,1 h 43 min,2017,13+,Movie
Vazhakku Enn 18/9,Tamil,8.3,2 h 2 min,2012,13+,Movie
Agent Vinod,Hindi,5.2,2 h 29 min,2012,NR,Movie
Subhas Chandra,Bengali,8.3,2 h 11 min,None,All,Movie
American Sniper,English,7.3,2 h 12 min,2014,18+,Movie
Mantram,Kannada,4.4,1 h 48 min,2017,13+,Movie
Bornoporichoy,Bengali,5.3,1 h 41 min,2019,16+,Movie
Dhool Ka Phool,Hindi,6.7,2 h 27 min,None,All,Movie
Mastan,Bengali,None,2 h 52 min,2017,13+,Movie
Oru Kuppai Kathai,Tamil,6.5,1 h 54 min,2018,All,Movie
Saheb,Bengali,None,2 h 1 min,2017,13+,Movie
Dino King - Journey to Fire Mountain,Hindi,4.8,1 h 30 min,2017,13+,Movie
Rambaiyin Kaadhal,Tamil,None,2 h 16 min,1956,NR,Movie
Kurukshetra,Marathi,6,1 h 55 mins,2013,All,Movie
Laal Kuthi,Bengali,None,2 h 3 min,1978,NR,Movie
Nagavalli,Telugu,4.5,2 h 36 min,2010,All,Movie
Yaariyan,Punjabi,6.3,2 h 37 mins,2008,All,Movie
Naan Aanaiyittal,Tamil,5.8,2 h 31 min,2017,13+,Movie
The Thing About Greece: A Snowboard Documentary,English,None,1 h 17 min,2019,13+,Movie
Durgamma,Telugu,3.8,1 h 50 min,1992,NR,Movie
The Godfather Part II,English,9,3 h 22 min,1974,18+,Movie
Mushroom Pepper Fry,Bengali,None,3min,2020,13+,Movie
Borodin,Bengali,None,48min,2018,13+,Movie
American Pie Presents: The Naked Mile (Unrated),Hindi,5.2,1 h 41 min,2006,18+,Movie
Maza Pati Karodpati,Marathi,7.2,2 h 12 mins,1988,All,Movie
Barayan,Marathi,7.6,2 h 31 mins,2018,NR,Movie
Lakshmi Raave Ma Intiki,Telugu,4.9,2 h 30 min,2014,13+,Movie
Kong: Skull Island,Telugu,6.6,1 h 58 min,2017,16+,Movie
Pratisodh,Bengali,None,2 h 1 min,2017,13+,Movie
Athiradi Abhilasha,Tamil,None,1 h 26 min,1993,NR,Movie
"7, Roshan Villa",Marathi,6,1 h 58 mins,2016,16+,Movie
Baishe Srabon,Bengali,8.1,2 h 19 min,2017,13+,Movie
Paisa,Telugu,7.7,2 h 17 min,2013,18+,Movie
Geet Gaata Chal,Hindi,7,2 h 18 min,1975,All,Movie
KADDUMUCCHI,Kannada,None,2 h 18 min,2019,13+,Movie
Gidarh Singhi,Punjabi,5.3,1 h 55 mins,2019,All,Movie
Ellame En Kadhali,Tamil,None,2 h 20 min,1995,NR,Movie
Ami Vs Tumi,Bengali,5.1,1 h 57 min,2019,13+,Movie
Poochakkoru Mookkuthi,Malayalam,6.8,2 h 36 min,1984,NR,Movie
Tyag,Bengali,5.9,2 h 34 min,2004,All,Movie
Raja Kireedam,Malayalam,6.2,2 h 27 min,2017,13+,Movie
Hum Se Hai Zamana,Hindi,6,2 h 18 min,1983,All,Movie
Dil Pardesi Ho Gaya,Punjabi,4.9,2 h 24 mins,2013,13+,Movie
Pinjra,Marathi,5.5,2 h 46 mins,1972,All,Movie
Dhol Ratti,Punjabi,6.3,2 h,2018,13+,Movie
Mithai,Kannada,4.3,2 h 17 min,2019,13+,Movie
The Spectacular Now,English,7.1,1 h 35 min,2013,16+,Movie
Contract,Hindi,4,1 h 57 min,2008,18+,Movie
Beiimaan Love,Telugu,2.8,1 h 55 min,2016,18+,Movie
Amaanat,Punjabi,6.1,1 h 57 mins,2019,All,Movie
My Mom's New Boyfriend,English,5.3,1 h 33 min,2008,18+,Movie
Love in Rajasthan,Bengali,None,1 h 51 min,2017,13+,Movie
Oxygen,Gujarati,8.2,2 h 29 min,2018,13+,Movie
Krishna Babu,Telugu,5.7,2 h 28 min,1999,All,Movie
Money Hai Toh Honey Hai,Hindi,2.7,2 h 17 min,2008,NR,Movie
Room on a Broom,English,7.6,26min,2012,7+,Movie
Love - Kannada,Kannada,None,2 h 45 min,2004,NR,Movie
Charlie's Angels,Tamil,4.8,1 h 58 min,2019,13+,Movie
Chaitali,Bengali,6,2 h 16 min,2017,13+,Movie
Law Abiding Citizen,Hindi,7.4,1 h 44 min,2009,18+,Movie
300,English,7.6,1 h 56 min,2007,18+,Movie
Betaaj Badshah,Hindi,5,2 h 26 min,1994,13+,Movie
Pari,Hindi,6.6,2 h 14 min,2018,18+,Movie
Nuvvu Naaku Kavali,Telugu,None,2 h 13 min,2002,NR,Movie
Birth of the Dragon,Tamil,5.5,1 h 31 min,2017,13+,Movie
The Impossible,English,7.6,1 h 53 min,2012,13+,Movie
Aaha Kalyanam,Tamil,6,2 h 21 min,2014,13+,Movie
Sagarika,Bengali,7.2,1 h 55 min,2017,13+,Movie
Code of Honor,English,4.1,1 h 46 min,2016,18+,Movie
Long Shot,English,6.8,2 h 5 min,2019,18+,Movie
Iblis,Malayalam,6.5,1 h 58 min,2018,All,Movie
An Evening in Paris,Hindi,7,2 h 33 min,None,All,Movie
Niskarsha,Kannada,7.6,2 h 19 min,1993,NR,Movie
Chashme Bahaddar,Marathi,6.5,2 h 25 mins,2006,All,Movie
Raja Rani,Tamil,7.6,2 h 48 min,1976,NR,Movie
Transformers: Age of Extinction,English,5.6,2 h 44 min,2014,13+,Movie
Paradh,Marathi,6.7,2 h 8 mins,2010,13+,Movie
Mon Chaye Tomay,Bengali,None,2 h 15 min,2017,13+,Movie
Tumhaare Bina,Hindi,5.6,2 h 19 min,1982,All,Movie
Tujha Tu Majha Mi,Marathi,4.8,2 h 4 mins,2017,13+,Movie
Dil Tera Aashiq,Hindi,5.1,2 h 22 min,1993,All,Movie
Gattu Battu: The Secret Of Computer Chip,Hindi,None,1 h 30 min,2020,7+,Movie
Warrior Savitri,Hindi,5.5,2 h 1 min,2016,18+,Movie
Shrimant Damodar Pant,Marathi,6.9,1 h 41 mins,2006,All,Movie
Four Seasons With Dior,English,None,56min,2019,13+,Movie
Summer 2007,Hindi,6.2,2 h 46 min,2008,13+,Movie
Ghost Rider: Spirit Of Vengeance,Hindi,4.3,1 h 35 min,2012,18+,Movie
Mala Kahich Problem Nahi,Marathi,7.2,2 h 12 mins,2017,13+,Movie
Assassin's Creed,English,5.7,1 h 55 min,2016,13+,Movie
Swarga Martya,Bengali,7.7,1 h 34 min,None,NR,Movie
Norm Of The North,Hindi,3.4,1 h 26 min,2016,7+,Movie
Champion,Hindi,None,2 h 23 min,2000,18+,Movie
Insaaf,Hindi,6.7,2 h 9 min,None,NR,Movie
Hot Thrills and Warm Chills,English,4,1 h 8 min,None,NR,Movie
Main Teri Tu Mera,Punjabi,6.2,2 h 13 mins,2016,13+,Movie
The Bourne Ultimatum,English,8,1 h 55 min,2007,13+,Movie
The Golden Age Of Castles,English,None,1 h 2 min,2020,13+,Movie
Kaash Tum Hote,Hindi,None,2 h 10 min,2014,NR,Movie
Ezhai Jaathi,Tamil,5.3,2h,1993,NR,Movie
Salud Sin Papeles: Health Undocumented,English,None,1 h 24 min,2020,13+,Movie
Top Cat,Hindi,4.6,1 h 26 min,2012,13+,Movie
White House down,Tamil,6.4,2 h 11 min,2013,16+,Movie
The Cave,English,5.1,1 h 37 min,2005,16+,Movie
Missamma,Telugu,8.5,2 h 29 min,None,All,Movie
Happy Android,English,None,25min,2020,13+,Movie
Penguin (Malayalam),Malayalam,4.6,2 h 12 min,2020,18+,Movie
"Time to Kill, A",English,7.5,2 h 29 min,1996,18+,Movie
Vaisali,Malayalam,6.4,2 h 13 min,1988,NR,Movie
Sye Raa Narasimha Reddy (Kannada),Kannada,7.4,2 h 49 min,2019,13+,Movie
Malayalakkara Residency,Malayalam,None,2 h 9 min,2014,NR,Movie
Dushmani : A Violent Love Story,Hindi,5,2 h 37 min,1996,13+,Movie
Rajkahini,Bengali,7.3,2 h 39 min,2017,13+,Movie
Ghar Bazar,Hindi,4.8,2 h 9 min,1995,NR,Movie
The Quiet,English,6.2,1 h 36 min,2005,18+,Movie
Ottam,Malayalam,7.3,1 h 59 min,2019,All,Movie
Lakshmi Mahalakshmi,Kannada,None,2 h 21 min,1997,NR,Movie
Grease Live!,English,7.3,2 h 10 min,2016,16+,Movie
Kaul - A Calling,Marathi,7.7,1 h 54 mins,2016,All,Movie
Universal Soldier: Day of Reckoning,Tamil,5,1 h 45 min,2012,18+,Movie
Mitwaa,Marathi,6.4,2 h 8 mins,2015,13+,Movie
Protarak,Bengali,None,2 h 25 min,2017,13+,Movie
Mishawr Rahasya,Bengali,None,2 h 30 min,2017,13+,Movie
Kahini,Bengali,4.4,1 h 39 min,1995,All,Movie
Fakira,Hindi,6.6,2 h 19 min,1976,All,Movie
Shuttlecock Boys,Hindi,6.2,1 h 15 min,2011,NR,Movie
Love You Zindagi,Marathi,5.8,2 h 9 mins,2019,13+,Movie
Badmaash Company,Hindi,6,2 h 21 min,2010,13+,Movie
Sharkbait,English,4.2,1 h 14 min,2007,All,Movie
Mehndi,Hindi,3.4,2 h 32 min,1998,13+,Movie
Anupama,Bengali,7.4,2 h 2 min,2019,13+,Movie
Speedunnodu,Telugu,4.5,2 h 27 min,2016,13+,Movie
Preethiya Raayabhari,Kannada,None,2 h 16 min,2018,NR,Movie
Savitri,Hindi,5.7,1 h 45 min,2019,All,Movie
Humble Politiciann Nograj,Kannada,7,2 h 24 min,2018,7+,Movie
Churiwala,Bengali,6.6,2 h 37 min,2017,13+,Movie
Sedin Dekha Hoyechilo,Bengali,None,2 h 33 min,2017,13+,Movie
Clerk,Bengali,2.4,1 h 20 min,2017,13+,Movie
Farz,Hindi,6.3,2 h 44 min,None,NR,Movie
Dum,Hindi,5.6,2 h 14 min,2003,All,Movie
Bhagat Dhanna Jatt,Punjabi,8.1,2 h 15 mins,1973,All,Movie
Traveler,English,8.2,1 h 21 min,2019,13+,Movie
Amanush,Bengali,7,2 h 38 min,2017,13+,Movie
Saak,Punjabi,6.6,2 h,2019,All,Movie
Dasami,Telugu,6.3,1 h 53 min,2012,13+,Movie
Luck By Chance,Hindi,7.1,2 h 35 min,2009,All,Movie
Joker,English,8.4,2 h 1 min,2019,18+,Movie
Dan Protidan,Bengali,None,2 h 33 min,1993,NR,Movie
Uphaar,Hindi,7.1,2 h 2 min,1971,13+,Movie
Imtihaan,Hindi,5.3,2 h 31 min,1994,All,Movie
Troop Zero,Hindi,6.9,1 h 37 min,2020,7+,Movie
Rajamanikyam,Malayalam,7.7,2 h 5 min,2005,NR,Movie
Firaaq,Hindi,7.4,1 h 38 min,2008,13+,Movie
Shortcut: Disto Pan Nasto,Marathi,6.3,1 h 56 mins,2015,13+,Movie
The Aeronauts,English,6.6,1 h 40 min,2019,13+,Movie
Ayalathe Adheham,Malayalam,6.8,2 h 21 min,1992,NR,Movie
Finally Bhalobasha,Bengali,6.7,1 h 55 min,2019,13+,Movie
Bhanu Pelo Lottery,Bengali,7.1,1 h 43 min,2017,13+,Movie
Indrajit,Bengali,7.5,2 h 23 min,1992,NR,Movie
Lights Out,Hindi,6.3,1 h 20 min,2016,18+,Movie
Parichayam,Telugu,7.9,2 h 4 min,2018,NR,Movie
Krishnarao Supermarket,Telugu,5.7,2 h 26 min,2019,13+,Movie
The Princess Bride,English,8,1 h 38 min,1987,7+,Movie
Red Dragon,Hindi,7.2,2 h 4 min,2002,18+,Movie
Jaan-E-Mann: Lets Fall in Love Again,Hindi,6,2 h 45 min,2006,All,Movie
Michael Jackson - Devotion: An unauthorized tribute to Michael Jackson,English,None,49min,2020,13+,Movie
North Star,English,None,1 h 24 min,1996,18+,Movie
Karm,Hindi,6.7,2 h 22 min,1977,All,Movie
Papa Kahte Hain,Hindi,4.8,2 h 25 min,1996,All,Movie
Jind Jaan,Punjabi,2.9,2 h 3 mins,2019,13+,Movie
Namma Mane,Kannada,5.8,2 h 13 min,1970,NR,Movie
Bal Ganesh 3 (Gujarati),Gujarati,5.2,1 h 8 min,2015,All,Movie
Janala,Bengali,6.8,1 h 45 min,2009,13+,Movie
JUST U & ME,Punjabi,8.1,2 h 9 mins,2013,All,Movie
Prem Mayee,Hindi,None,2 h 10 min,2012,NR,Movie
Our Blood Is Wine,English,None,53min,2019,13+,Movie
Mriter Marte Agamon,Bengali,None,1 h 58 min,None,NR,Movie
Sing Along With Tobee 3 - Super Simple,English,None,1 h 5 min,2019,All,Movie
Kolilakkam,Malayalam,6.9,2 h 21 min,1981,NR,Movie
300: Rise of an Empire,English,6.2,1 h 42 min,2014,18+,Movie
Mahaarani,Hindi,None,1 h 45 min,1996,NR,Movie
Desh,Bengali,None,2 h 10 min,2017,13+,Movie
Halal Love Story,Malayalam,6.2,1 h 56 min,2020,13+,Movie
Transformers Prime Predacons Rising,Hindi,7.5,1 h 1 min,2019,7+,Movie
The Banker (4K Restored),English,4.8,1 h 36 min,1989,18+,Movie
Jackpot (Tamil),Tamil,5.2,2 h 13 min,2019,All,Movie
Sathi Leelavathi,Telugu,8.2,2 h 18 min,1995,NR,Movie
Aawhan,Marathi,None,2 h 7 mins,2007,13+,Movie
Shekaram Gari Abbai,Telugu,7.7,2 h 10 min,2017,All,Movie
Kida Poosari Magudi,Tamil,None,2 h 16 min,2016,All,Movie
Kaka Ji - Son of Royal Sardar,Punjabi,5.1,2 h 2 mins,2019,13+,Movie
Hanuman.com,Bengali,5.4,2 h 4 min,2019,13+,Movie
Adwitiya,Bengali,7.1,1 h 56 min,None,NR,Movie
Maha Purshudu,Telugu,None,2 h 24 min,1981,NR,Movie
Napoleon (Malayalam),Malayalam,6.9,1 h 54 min,2017,13+,Movie
Kudumba Thalaivan,Tamil,6.4,2 h 16 min,1962,All,Movie
Superbad,English,7.6,1 h 53 min,2007,18+,Movie
Jatra,Marathi,6.7,2 h 17 mins,2005,All,Movie
Laawaris,Hindi,None,2 h 34 min,1999,13+,Movie
Mishrarag - A Symphony,Bengali,None,1 h 27 min,2009,NR,Movie
Baisey Shraban,Bengali,None,1 h 21 min,None,NR,Movie
Chhota Bheem - Neeli Pahadi,Hindi,6.8,1 h 3 min,2020,All,Movie
Sundarakilladi,Malayalam,6.1,2 h 31 min,1998,All,Movie
Kirayi Dada,Telugu,6.8,2 h 4 min,1987,NR,Movie
Anuraga Bandham,Telugu,None,2 h 8 min,1995,NR,Movie
Veerappan,Malayalam,None,2 h 41 min,2014,NR,Movie
Apaharan,Hindi,7.4,2 h 41 min,2005,13+,Movie
Sahasra Siracheda Apoorva Chinthamani,Telugu,7.4,2 h 16 min,None,NR,Movie
Amdavad Junction,Hindi,4.4,1 h 31 min,2013,NR,Movie
Don,Hindi,7.8,2 h 39 min,1978,All,Movie
The Forbidden Kingdom,English,6.6,1 h 40 min,2008,13+,Movie
Sleeping in Nature,English,None,52min,2019,13+,Movie
Hostage,English,6.6,1 h 48 min,2005,18+,Movie
Mauchaak,Bengali,None,2 h 7 min,1975,NR,Movie
LEGO Jurassic World The Secret Exhibit Part 2,Hindi,6.2,22min,2018,7+,Movie
Taxi Driver,English,8.2,1 h 53 min,1976,18+,Movie
Sonu Ke Titu Ki Sweety,Hindi,7.1,2 h 17 min,2018,13+,Movie
Hindi Medium,Hindi,7.8,2 h 11 min,2017,All,Movie
Raju Gari Gadhi 2,Telugu,5.3,2 h 2 min,2017,13+,Movie
Zaatari Djinn,English,6.5,55min,2019,13+,Movie
Do No Harm,English,6.9,1 h 30 min,2020,13+,Movie
Dushman Duniya ka,Hindi,4,2 h 22 min,1996,13+,Movie
Vox Lux,English,5.9,1 h 50 min,2018,18+,Movie
Alli Ramachari Illi Brahmachari,Kannada,None,2 h 13 min,1992,NR,Movie
Dosti: Friends Forever,Hindi,5.5,2 h 10 min,2005,All,Movie
Flight 192,Hindi,5,1 h 25 min,2016,16+,Movie
Gaayam,Telugu,7.3,2 h 16 min,1993,NR,Movie
Khiladi,Bengali,7.2,2 h 26 min,2013,13+,Movie
